#;Date-Time (CEST);Temperature   (°C);RH   (%);Dew Point   (°C);Started;Host Connected;End of File;LogID
436;04/18/2025 23:45:00;8,65;81,44;5,66;;;;7
437;04/19/2025 00:00:00;8,7;80,86;5,6;;;;7
438;04/19/2025 00:15:00;8,63;80,65;5,5;;;;7
439;04/19/2025 00:30:00;8,72;80,08;5,48;;;;7
440;04/19/2025 00:45:00;8,78;79,63;5,46;;;;7
441;04/19/2025 01:00:00;8,78;79,68;5,47;;;;7
442;04/19/2025 01:15:00;8,77;81,47;5,78;;;;7
443;04/19/2025 01:30:00;8,81;82,49;6;;;;7
444;04/19/2025 01:45:00;8,8;82,45;5,99;;;;7
445;04/19/2025 02:00:00;8,85;82,27;6;;;;7
446;04/19/2025 02:15:00;8,83;82,58;6,04;;;;7
447;04/19/2025 02:30:00;8,85;83,3;6,18;;;;7
448;04/19/2025 02:45:00;8,76;84,09;6,23;;;;7
449;04/19/2025 03:00:00;8,67;84,65;6,24;;;;7
450;04/19/2025 03:15:00;8,59;84,9;6,2;;;;7
451;04/19/2025 03:30:00;8,51;85,08;6,16;;;;7
452;04/19/2025 03:45:00;8,42;85,79;6,18;;;;7
453;04/19/2025 04:00:00;8,32;86,1;6,14;;;;7
454;04/19/2025 04:15:00;8,21;86,08;6,03;;;;7
455;04/19/2025 04:30:00;8,04;86,2;5,88;;;;7
456;04/19/2025 04:45:00;7,85;85,98;5,66;;;;7
457;04/19/2025 05:00:00;7,82;85,93;5,62;;;;7
458;04/19/2025 05:15:00;7,72;86,32;5,59;;;;7
459;04/19/2025 05:30:00;7,74;87,12;5,74;;;;7
460;04/19/2025 05:45:00;7,72;87,11;5,72;;;;7
461;04/19/2025 06:00:00;7,68;87,14;5,68;;;;7
462;04/19/2025 06:15:00;7,71;86,97;5,68;;;;7
463;04/19/2025 06:30:00;7,63;87,05;5,62;;;;7
464;04/19/2025 06:45:00;7,6;87,08;5,6;;;;7
465;04/19/2025 07:00:00;7,63;87,32;5,67;;;;7
466;04/19/2025 07:15:00;7,68;87,32;5,71;;;;7
467;04/19/2025 07:30:00;7,67;87,24;5,69;;;;7
468;04/19/2025 07:45:00;7,72;87,44;5,77;;;;7
469;04/19/2025 08:00:00;7,69;87,46;5,74;;;;7
470;04/19/2025 08:15:00;7,78;87,73;5,89;;;;7
471;04/19/2025 08:30:00;7,89;87,61;5,97;;;;7
472;04/19/2025 08:45:00;7,94;87,25;5,96;;;;7
473;04/19/2025 09:00:00;8,13;87,19;6,13;;;;7
474;04/19/2025 09:15:00;8,35;87,02;6,33;;;;7
475;04/19/2025 09:30:00;8,59;85,97;6,38;;;;7
476;04/19/2025 09:45:00;8,62;84,93;6,24;;;;7
477;04/19/2025 10:00:00;8,6;83,85;6,03;;;;7
478;04/19/2025 10:15:00;8,76;83,15;6,07;;;;7
479;04/19/2025 10:30:00;9,14;81,73;6,19;;;;7
480;04/19/2025 10:45:00;9,08;80,83;5,97;;;;7
481;04/19/2025 11:00:00;9,03;79,94;5,76;;;;7
482;04/19/2025 11:15:00;9,26;79,54;5,92;;;;7
483;04/19/2025 11:30:00;9,4;78,81;5,92;;;;7
484;04/19/2025 11:45:00;9,37;77,4;5,63;;;;7
485;04/19/2025 12:00:00;9,37;77,25;5,6;;;;7
486;04/19/2025 12:15:00;9,56;76,7;5,69;;;;7
487;04/19/2025 12:30:00;9,75;74,62;5,47;;;;7
488;04/19/2025 12:45:00;9,75;74,67;5,47;;;;7
489;04/19/2025 13:00:00;10,12;72,81;5,48;;;;7
490;04/19/2025 13:15:00;10,24;70,6;5,15;;;;7
491;04/19/2025 13:30:00;10,43;69,02;5;;;;7
492;04/19/2025 13:45:00;10,24;68,76;4,77;;;;7
493;04/19/2025 14:00:00;9,9;70,79;4,85;;;;7
494;04/19/2025 14:15:00;9,98;70,41;4,86;;;;7
495;04/19/2025 14:30:00;9,75;70,41;4,63;;;;7
496;04/19/2025 14:45:00;9,49;71,45;4,59;;;;7
497;04/19/2025 15:00:00;9,56;71,64;4,71;;;;7
498;04/19/2025 15:15:00;9,48;71,42;4,58;;;;7
499;04/19/2025 15:30:00;9,61;70,75;4,57;;;;7
500;04/19/2025 15:45:00;9,62;70,49;4,53;;;;7
501;04/19/2025 16:00:00;9,67;71,23;4,73;;;;7
502;04/19/2025 16:15:00;9,69;71,51;4,8;;;;7
503;04/19/2025 16:30:00;9,7;72,59;5,03;;;;7
504;04/19/2025 16:45:00;9,79;72,41;5,08;;;;7
505;04/19/2025 17:00:00;9,67;71,85;4,85;;;;7
506;04/19/2025 17:15:00;9,6;73,84;5,17;;;;7
507;04/19/2025 17:30:00;9,61;73,65;5,14;;;;7
508;04/19/2025 17:45:00;9,57;73,57;5,1;;;;7
509;04/19/2025 18:00:00;9,47;73,31;4,94;;;;7
510;04/19/2025 18:15:00;9,31;74,67;5,05;;;;7
511;04/19/2025 18:30:00;9,21;75,07;5,03;;;;7
512;04/19/2025 18:45:00;9,07;73,83;4,66;;;;7
513;04/19/2025 19:00:00;9;74,82;4,78;;;;7
514;04/19/2025 19:15:00;8,9;75,72;4,86;;;;7
515;04/19/2025 19:30:00;8,83;75,99;4,84;;;;7
516;04/19/2025 19:45:00;8,74;76,39;4,83;;;;7
517;04/19/2025 20:00:00;8,74;76,94;4,93;;;;7
518;04/19/2025 20:15:00;8,71;76,71;4,85;;;;7
519;04/19/2025 20:30:00;8,61;77,68;4,94;;;;7
520;04/19/2025 20:45:00;8,3;79,35;4,94;;;;7
521;04/19/2025 21:00:00;8,17;79,92;4,92;;;;7
522;04/19/2025 21:15:00;8,11;80,25;4,92;;;;7
523;04/19/2025 21:30:00;8,03;80,66;4,92;;;;7
524;04/19/2025 21:45:00;7,97;80,82;4,88;;;;7
525;04/19/2025 22:00:00;7,93;80,78;4,84;;;;7
526;04/19/2025 22:15:00;7,9;80,91;4,84;;;;7
527;04/19/2025 22:30:00;7,9;81,06;4,86;;;;7
528;04/19/2025 22:45:00;7,96;80,5;4,81;;;;7
529;04/19/2025 23:00:00;7,92;81,53;4,97;;;;7
530;04/19/2025 23:15:00;7,85;82,79;5,11;;;;7
531;04/19/2025 23:30:00;7,74;83,22;5,08;;;;7
532;04/19/2025 23:45:00;7,77;82,96;5,07;;;;7
533;04/20/2025 00:00:00;7,75;82,68;5;;;;7
534;04/20/2025 00:15:00;7,72;82,97;5,02;;;;7
535;04/20/2025 00:30:00;7,69;83,18;5,02;;;;7
536;04/20/2025 00:45:00;7,64;83,41;5,02;;;;7
537;04/20/2025 01:00:00;7,61;83,86;5,07;;;;7
538;04/20/2025 01:15:00;7,62;83,77;5,06;;;;7
539;04/20/2025 01:30:00;7,62;83,51;5,02;;;;7
540;04/20/2025 01:45:00;7,69;83,02;4,99;;;;7
541;04/20/2025 02:00:00;7,65;83,06;4,97;;;;7
542;04/20/2025 02:15:00;7,63;82,84;4,91;;;;7
543;04/20/2025 02:30:00;7,63;82,65;4,88;;;;7
544;04/20/2025 02:45:00;7,63;82,71;4,89;;;;7
545;04/20/2025 03:00:00;7,63;82,65;4,88;;;;7
546;04/20/2025 03:15:00;7,64;82,42;4,85;;;;7
547;04/20/2025 03:30:00;7,61;82,22;4,78;;;;7
548;04/20/2025 03:45:00;7,55;82,14;4,7;;;;7
549;04/20/2025 04:00:00;7,45;82,57;4,69;;;;7
550;04/20/2025 04:15:00;7,37;82,83;4,65;;;;7
551;04/20/2025 04:30:00;7,29;83,3;4,65;;;;7
552;04/20/2025 04:45:00;7,23;83,39;4,61;;;;7
553;04/20/2025 05:00:00;7,15;83,56;4,56;;;;7
554;04/20/2025 05:15:00;7,16;83,66;4,59;;;;7
555;04/20/2025 05:30:00;7,14;83,7;4,57;;;;7
556;04/20/2025 05:45:00;7,2;83,76;4,65;;;;7
557;04/20/2025 06:00:00;7,31;83,37;4,69;;;;7
558;04/20/2025 06:15:00;7,2;83,16;4,55;;;;7
559;04/20/2025 06:30:00;7,04;83,41;4,43;;;;7
560;04/20/2025 06:45:00;7,02;84,14;4,54;;;;7
561;04/20/2025 07:00:00;7,19;84,34;4,74;;;;7
562;04/20/2025 07:15:00;7,42;84,19;4,93;;;;7
563;04/20/2025 07:30:00;7,61;83,89;5,07;;;;7
564;04/20/2025 07:45:00;7,83;83,21;5,16;;;;7
565;04/20/2025 08:00:00;7,69;82,71;4,94;;;;7
566;04/20/2025 08:15:00;7,76;83,46;5,14;;;;7
567;04/20/2025 08:30:00;7,71;83,24;5,05;;;;7
568;04/20/2025 08:45:00;7,78;83,8;5,22;;;;7
569;04/20/2025 09:00:00;8,03;83,66;5,44;;;;7
570;04/20/2025 09:15:00;7,81;82,88;5,09;;;;7
571;04/20/2025 09:30:00;7,98;82,38;5,17;;;;7
572;04/20/2025 09:45:00;8,23;81,78;5,31;;;;7
573;04/20/2025 10:00:00;8,57;81;5,5;;;;7
574;04/20/2025 10:15:00;9,36;79,81;6,06;;;;7
575;04/20/2025 10:30:00;10,29;73,16;5,71;;;;7
576;04/20/2025 10:45:00;10,73;69,94;5,48;;;;7
577;04/20/2025 11:00:00;10,73;69,43;5,38;;;;7
578;04/20/2025 11:15:00;11,3;68,35;5,7;;;;7
579;04/20/2025 11:30:00;11,62;66,68;5,65;;;;7
580;04/20/2025 11:45:00;12,13;64,76;5,71;;;;7
581;04/20/2025 12:00:00;12,55;60,6;5,14;;;;7
582;04/20/2025 12:15:00;12,75;63,4;5,99;;;;7
583;04/20/2025 12:30:00;12,99;57,74;4,87;;;;7
584;04/20/2025 12:45:00;13,49;60,91;6,11;;;;7
585;04/20/2025 13:00:00;13,93;53,62;4,69;;;;7
586;04/20/2025 13:15:00;14,13;52,74;4,64;;;;7
587;04/20/2025 13:30:00;14,38;53,05;4,95;;;;7
588;04/20/2025 13:45:00;14,82;50,47;4,65;;;;7
589;04/20/2025 14:00:00;14,79;58,26;6,68;;;;7
590;04/20/2025 14:15:00;13,66;62,47;6,64;;;;7
591;04/20/2025 14:30:00;13,58;65,83;7,32;;;;7
592;04/20/2025 14:45:00;13,45;64,6;6,92;;;;7
593;04/20/2025 15:00:00;13,05;66,36;6,94;;;;7
594;04/20/2025 15:15:00;13,36;64,92;6,91;;;;7
595;04/20/2025 15:30:00;13,62;64,1;6,97;;;;7
596;04/20/2025 15:45:00;13,11;65,99;6,92;;;;7
597;04/20/2025 16:00:00;12,99;65,76;6,74;;;;7
598;04/20/2025 16:15:00;12,72;65,51;6,43;;;;7
599;04/20/2025 16:30:00;12,08;65,98;5,93;;;;7
600;04/20/2025 16:45:00;11,85;67,27;5,99;;;;7
601;04/20/2025 17:00:00;11,64;67,43;5,83;;;;7
602;04/20/2025 17:15:00;11,78;66,38;5,73;;;;7
603;04/20/2025 17:30:00;11,68;68,34;6,05;;;;7
604;04/20/2025 17:45:00;11,42;67,14;5,55;;;;7
605;04/20/2025 18:00:00;11,26;66,96;5,36;;;;7
606;04/20/2025 18:15:00;11,08;67,94;5,4;;;;7
607;04/20/2025 18:30:00;11,1;66,89;5,19;;;;7
608;04/20/2025 18:45:00;10,9;67,57;5,15;;;;7
609;04/20/2025 19:00:00;10,65;68,58;5,12;;;;7
610;04/20/2025 19:15:00;10,44;68,48;4,9;;;;7
611;04/20/2025 19:30:00;10,31;69,08;4,9;;;;7
612;04/20/2025 19:45:00;10,08;69,2;4,7;;;;7
613;04/20/2025 20:00:00;9,75;70,18;4,58;;;;7
614;04/20/2025 20:15:00;9,36;72,04;4,59;;;;7
615;04/20/2025 20:30:00;8,85;74,8;4,63;;;;7
616;04/20/2025 20:45:00;8,47;75,65;4,43;;;;7
617;04/20/2025 21:00:00;8,13;76,15;4,19;;;;7
618;04/20/2025 21:15:00;7,29;76,9;3,52;;;;7
619;04/20/2025 21:30:00;6,43;79,35;3,12;;;;7
620;04/20/2025 21:45:00;5,72;81,58;2,82;;;;7
621;04/20/2025 22:00:00;5,25;83,12;2,63;;;;7
622;04/20/2025 22:15:00;4,94;84,33;2,52;;;;7
623;04/20/2025 22:30:00;4,78;85,5;2,56;;;;7
624;04/20/2025 22:45:00;4,57;85,61;2,37;;;;7
625;04/20/2025 23:00:00;4,38;86,05;2,26;;;;7
626;04/20/2025 23:15:00;4,16;86,15;2,05;;;;7
627;04/20/2025 23:30:00;4,01;86,36;1,94;;;;7
628;04/20/2025 23:45:00;3,69;86,17;1,59;;;;7
629;04/21/2025 00:00:00;3,6;86,59;1,58;;;;7
630;04/21/2025 00:15:00;3,54;87,17;1,61;;;;7
631;04/21/2025 00:30:00;3,34;87,18;1,42;;;;7
632;04/21/2025 00:45:00;3,18;87,34;1,28;;;;7
633;04/21/2025 01:00:00;3,13;87,52;1,26;;;;7
634;04/21/2025 01:15:00;2,96;87,5;1,09;;;;7
635;04/21/2025 01:30:00;2,83;87,66;0,99;;;;7
636;04/21/2025 01:45:00;2,81;87,95;1,01;;;;7
637;04/21/2025 02:00:00;2,82;88,09;1,04;;;;7
638;04/21/2025 02:15:00;2,75;88,24;1;;;;7
639;04/21/2025 02:30:00;2,96;88,52;1,25;;;;7
640;04/21/2025 02:45:00;2,94;88,59;1,24;;;;7
641;04/21/2025 03:00:00;2,81;88,62;1,12;;;;7
642;04/21/2025 03:15:00;2,9;88,8;1,24;;;;7
643;04/21/2025 03:30:00;2,98;88,9;1,33;;;;7
644;04/21/2025 03:45:00;2,98;88,96;1,34;;;;7
645;04/21/2025 04:00:00;3,47;89,32;1,88;;;;7
646;04/21/2025 04:15:00;3,93;89,51;2,37;;;;7
647;04/21/2025 04:30:00;4,62;89,76;3,09;;;;7
648;04/21/2025 04:45:00;5,2;89,9;3,68;;;;7
649;04/21/2025 05:00:00;5,25;89,78;3,71;;;;7
650;04/21/2025 05:15:00;4,93;89,54;3,36;;;;7
651;04/21/2025 05:30:00;4,72;89,49;3,14;;;;7
652;04/21/2025 05:45:00;4,61;89,51;3,04;;;;7
653;04/21/2025 06:00:00;4,72;89,63;3,16;;;;7
654;04/21/2025 06:15:00;5,57;90,11;4,09;;;;7
655;04/21/2025 06:30:00;6,23;90,18;4,74;;;;7
656;04/21/2025 06:45:00;6,23;90;4,72;;;;7
657;04/21/2025 07:00:00;6,49;90,04;4,98;;;;7
658;04/21/2025 07:15:00;6,85;90,1;5,35;;;;7
659;04/21/2025 07:30:00;7,14;90,1;5,63;;;;7
660;04/21/2025 07:45:00;7,37;89,97;5,84;;;;7
661;04/21/2025 08:00:00;7,82;89,24;6,16;;;;7
662;04/21/2025 08:15:00;8,3;85,95;6,09;;;;7
663;04/21/2025 08:30:00;8,51;83,16;5,83;;;;7
664;04/21/2025 08:45:00;8,67;81,89;5,76;;;;7
665;04/21/2025 09:00:00;8,86;80,7;5,73;;;;7
666;04/21/2025 09:15:00;9,02;80,55;5,86;;;;7
667;04/21/2025 09:30:00;9,19;80,19;5,96;;;;7
668;04/21/2025 09:45:00;9,71;78,38;6,15;;;;7
669;04/21/2025 10:00:00;10,16;76,73;6,27;;;;7
670;04/21/2025 10:15:00;10,34;76,47;6,39;;;;7
671;04/21/2025 10:30:00;10,23;75,3;6,06;;;;7
672;04/21/2025 10:45:00;10,23;75,97;6,19;;;;7
673;04/21/2025 11:00:00;10,46;76,04;6,43;;;;7
674;04/21/2025 11:15:00;10,77;76,19;6,75;;;;7
675;04/21/2025 11:30:00;10,78;75,3;6,59;;;;7
676;04/21/2025 11:45:00;10,79;75,16;6,58;;;;7
677;04/21/2025 12:00:00;11,17;76,23;7,16;;;;7
678;04/21/2025 12:15:00;12,11;70,93;7,01;;;;7
679;04/21/2025 12:30:00;12,37;70,59;7,19;;;;7
680;04/21/2025 12:45:00;12,38;69,2;6,91;;;;7
681;04/21/2025 13:00:00;12,63;66,97;6,67;;;;7
682;04/21/2025 13:15:00;12,97;65,95;6,78;;;;7
683;04/21/2025 13:30:00;13,27;64,28;6,69;;;;7
684;04/21/2025 13:45:00;13,56;61,98;6,43;;;;7
685;04/21/2025 14:00:00;13,81;63,97;7,13;;;;7
686;04/21/2025 14:15:00;13,65;63,21;6,8;;;;7
687;04/21/2025 14:30:00;14,03;62,43;6,97;;;;7
688;04/21/2025 14:45:00;14,68;61,18;7,3;;;;7
689;04/21/2025 15:00:00;15,1;57,64;6,82;;;;7
690;04/21/2025 15:15:00;15,42;54,74;6,37;;;;7
691;04/21/2025 15:30:00;15,63;53,09;6,13;;;;7
692;04/21/2025 15:45:00;15,95;53,72;6,59;;;;7
693;04/21/2025 16:00:00;16,12;48,28;5,2;;;;7
694;04/21/2025 16:15:00;16,26;49,85;5,79;;;;7
695;04/21/2025 16:30:00;16,16;50,99;6,03;;;;7
696;04/21/2025 16:45:00;16,4;50,84;6,2;;;;7
697;04/21/2025 17:00:00;16,51;49,2;5,84;;;;7
698;04/21/2025 17:15:00;16,34;56,33;7,65;;;;7
699;04/21/2025 17:30:00;16,01;54,11;6,75;;;;7
700;04/21/2025 17:45:00;15,49;58,91;7,51;;;;7
701;04/21/2025 18:00:00;15,15;56,84;6,67;;;;7
702;04/21/2025 18:15:00;15,08;57,97;6,88;;;;7
703;04/21/2025 18:30:00;15,15;56,74;6,64;;;;7
704;04/21/2025 18:45:00;14,84;54,89;5,87;;;;7
705;04/21/2025 19:00:00;14,41;56,17;5,8;;;;7
706;04/21/2025 19:15:00;14,09;56,31;5,54;;;;7
707;04/21/2025 19:30:00;13,76;56,44;5,26;;;;7
708;04/21/2025 19:45:00;13,43;57,19;5,14;;;;7
709;04/21/2025 20:00:00;13,05;60,71;5,65;;;;7
710;04/21/2025 20:15:00;12,48;63,12;5,67;;;;7
711;04/21/2025 20:30:00;12,13;63,94;5,52;;;;7
712;04/21/2025 20:45:00;11,92;63,74;5,28;;;;7
713;04/21/2025 21:00:00;11,51;65,96;5,38;;;;7
714;04/21/2025 21:15:00;10,99;68,24;5,38;;;;7
715;04/21/2025 21:30:00;10,06;71,56;5,16;;;;7
716;04/21/2025 21:45:00;10,16;71,65;5,28;;;;7
717;04/21/2025 22:00:00;10,19;71,02;5,18;;;;7
718;04/21/2025 22:15:00;9,74;72,33;5,01;;;;7
719;04/21/2025 22:30:00;9,41;74,27;5,08;;;;7
720;04/21/2025 22:45:00;9,44;75,14;5,27;;;;7
721;04/21/2025 23:00:00;9,47;74,65;5,2;;;;7
722;04/21/2025 23:15:00;9,04;75,54;4,96;;;;7
723;04/21/2025 23:30:00;8,42;77,76;4,77;;;;7
724;04/21/2025 23:45:00;8,15;78,86;4,71;;;;7
725;04/22/2025 00:00:00;8,24;80,18;5,04;;;;7
726;04/22/2025 00:15:00;8,52;79,61;5,21;;;;7
727;04/22/2025 00:30:00;8,37;79,78;5,09;;;;7
728;04/22/2025 00:45:00;8,07;80,44;4,92;;;;7
729;04/22/2025 01:00:00;7,93;82,32;5,12;;;;7
730;04/22/2025 01:15:00;8,24;83,76;5,67;;;;7
731;04/22/2025 01:30:00;8,91;82,93;6,18;;;;7
732;04/22/2025 01:45:00;9,01;81,59;6,03;;;;7
733;04/22/2025 02:00:00;8,75;81,26;5,72;;;;7
734;04/22/2025 02:15:00;8,16;82,12;5,3;;;;7
735;04/22/2025 02:30:00;8,11;84,69;5,69;;;;7
736;04/22/2025 02:45:00;8,64;84,13;6,12;;;;7
737;04/22/2025 03:00:00;8,77;83,56;6,15;;;;7
738;04/22/2025 03:15:00;8,76;84,09;6,23;;;;7
739;04/22/2025 03:30:00;8,7;84,39;6,22;;;;7
740;04/22/2025 03:45:00;8,76;85,77;6,52;;;;7
741;04/22/2025 04:00:00;8,89;86,66;6,79;;;;7
742;04/22/2025 04:15:00;8,97;86,96;6,93;;;;7
743;04/22/2025 04:30:00;8,86;87,08;6,83;;;;7
744;04/22/2025 04:45:00;8,82;87,23;6,83;;;;7
745;04/22/2025 05:00:00;8,92;87,77;7,01;;;;7
746;04/22/2025 05:15:00;9,34;88,29;7,51;;;;7
747;04/22/2025 05:30:00;9,55;88,36;7,73;;;;7
748;04/22/2025 05:45:00;9,53;88,14;7,68;;;;7
749;04/22/2025 06:00:00;9,5;88,09;7,64;;;;7
750;04/22/2025 06:15:00;9,42;88;7,55;;;;7
751;04/22/2025 06:30:00;9,31;88,13;7,45;;;;7
752;04/22/2025 06:45:00;9,3;88,26;7,46;;;;7
753;04/22/2025 07:00:00;9,33;88,43;7,52;;;;7
754;04/22/2025 07:15:00;9,38;88,66;7,62;;;;7
755;04/22/2025 07:30:00;9,59;88,82;7,84;;;;7
756;04/22/2025 07:45:00;9,89;89,1;8,19;;;;7
757;04/22/2025 08:00:00;10,37;89,34;8,7;;;;7
758;04/22/2025 08:15:00;10,78;89,44;9,12;;;;7
759;04/22/2025 08:30:00;11,14;89,2;9,44;;;;7
760;04/22/2025 08:45:00;11,64;87,09;9,58;;;;7
761;04/22/2025 09:00:00;12,02;84,24;9,46;;;;7
762;04/22/2025 09:15:00;12,34;82,93;9,54;;;;7
763;04/22/2025 09:30:00;12,79;81,74;9,76;;;;7
764;04/22/2025 09:45:00;13,21;78,78;9,62;;;;7
765;04/22/2025 10:00:00;13,5;77,23;9,61;;;;7
766;04/22/2025 10:15:00;13,64;77;9,7;;;;7
767;04/22/2025 10:30:00;14,03;76,32;9,94;;;;7
768;04/22/2025 10:45:00;14,36;76,35;10,27;;;;7
769;04/22/2025 11:00:00;14,53;74,91;10,15;;;;7
770;04/22/2025 11:15:00;14,86;74,14;10,31;;;;7
771;04/22/2025 11:30:00;15,26;70,76;10;;;;7
772;04/22/2025 11:45:00;16,11;71,22;10,91;;;;7
773;04/22/2025 12:00:00;16,26;66,78;10,09;;;;7
774;04/22/2025 12:15:00;16,66;64,69;10;;;;7
775;04/22/2025 12:30:00;16,95;62,55;9,77;;;;7
776;04/22/2025 12:45:00;17,32;58,51;9,12;;;;7
777;04/22/2025 13:00:00;17,41;59,37;9,43;;;;7
778;04/22/2025 13:15:00;17,94;54,94;8,77;;;;7
779;04/22/2025 13:30:00;17,6;54,88;8,44;;;;7
780;04/22/2025 13:45:00;17,09;64,57;10,38;;;;7
781;04/22/2025 14:00:00;16,54;64,65;9,87;;;;7
782;04/22/2025 14:15:00;15,74;67,11;9,67;;;;7
783;04/22/2025 14:30:00;15,37;69,44;9,82;;;;7
784;04/22/2025 14:45:00;14,98;70,83;9,75;;;;7
785;04/22/2025 15:00:00;14,36;73,85;9,77;;;;7
786;04/22/2025 15:15:00;14,49;74,27;9,98;;;;7
787;04/22/2025 15:30:00;14,37;73,31;9,67;;;;7
788;04/22/2025 15:45:00;13,63;78,8;10,03;;;;7
789;04/22/2025 16:00:00;12,61;80,99;9,45;;;;7
790;04/22/2025 16:15:00;12,21;82,82;9,39;;;;7
791;04/22/2025 16:30:00;12,23;83,97;9,62;;;;7
792;04/22/2025 16:45:00;13,33;84,14;10,72;;;;7
793;04/22/2025 17:00:00;13,81;78,57;10,17;;;;7
794;04/22/2025 17:15:00;13,85;77,92;10,08;;;;7
795;04/22/2025 17:30:00;13,8;78,37;10,12;;;;7
796;04/22/2025 17:45:00;13,62;79,64;10,18;;;;7
797;04/22/2025 18:00:00;13,38;79,87;9,99;;;;7
798;04/22/2025 18:15:00;13,35;79,26;9,85;;;;7
799;04/22/2025 18:30:00;13,31;78,93;9,74;;;;7
800;04/22/2025 18:45:00;13,25;80,11;9,91;;;;7
801;04/22/2025 19:00:00;13,15;80,13;9,81;;;;7
802;04/22/2025 19:15:00;12,86;78,3;9,19;;;;7
803;04/22/2025 19:30:00;12,53;77,3;8,68;;;;7
804;04/22/2025 19:45:00;12,31;77,64;8,53;;;;7
805;04/22/2025 20:00:00;11,98;78,27;8,33;;;;7
806;04/22/2025 20:15:00;11,66;79,53;8,25;;;;7
807;04/22/2025 20:30:00;11,27;80,4;8,03;;;;7
808;04/22/2025 20:45:00;10,81;81,1;7,71;;;;7
809;04/22/2025 21:00:00;10,26;81,64;7,27;;;;7
810;04/22/2025 21:15:00;9,54;82,95;6,8;;;;7
811;04/22/2025 21:30:00;8,98;83,98;6,43;;;;7
812;04/22/2025 21:45:00;8,51;84,93;6,13;;;;7
813;04/22/2025 22:00:00;8,26;86,22;6,1;;;;7
814;04/22/2025 22:15:00;8,93;87,87;7,04;;;;7
815;04/22/2025 22:30:00;9,55;86,51;7,42;;;;7
816;04/22/2025 22:45:00;9,79;85,55;7,49;;;;7
817;04/22/2025 23:00:00;9,8;85,42;7,48;;;;7
818;04/22/2025 23:15:00;9,72;85,76;7,46;;;;7
819;04/22/2025 23:30:00;9,53;86,04;7,32;;;;7
820;04/22/2025 23:45:00;9,35;85,95;7,13;;;;7
821;04/23/2025 00:00:00;8,82;85,6;6,55;;;;7
822;04/23/2025 00:15:00;8,37;85,89;6,16;;;;7
823;04/23/2025 00:30:00;7,87;85,71;5,63;;;;7
824;04/23/2025 00:45:00;7,28;85,74;5,06;;;;7
825;04/23/2025 01:00:00;7,02;86,85;4,99;;;;7
826;04/23/2025 01:15:00;6,88;87,43;4,95;;;;7
827;04/23/2025 01:30:00;6,53;87,35;4,58;;;;7
828;04/23/2025 01:45:00;6,1;87,13;4,13;;;;7
829;04/23/2025 02:00:00;5,77;87,26;3,82;;;;7
830;04/23/2025 02:15:00;5,53;87,69;3,66;;;;7
831;04/23/2025 02:30:00;5,41;87,96;3,58;;;;7
832;04/23/2025 02:45:00;5,19;88,15;3,39;;;;7
833;04/23/2025 03:00:00;4,93;88,09;3,13;;;;7
834;04/23/2025 03:15:00;4,73;88,19;2,94;;;;7
835;04/23/2025 03:30:00;4,63;88,44;2,89;;;;7
836;04/23/2025 03:45:00;4,54;88,66;2,84;;;;7
837;04/23/2025 04:00:00;4,38;88,66;2,68;;;;7
838;04/23/2025 04:15:00;4,12;88,6;2,41;;;;7
839;04/23/2025 04:30:00;4,03;88,69;2,34;;;;7
840;04/23/2025 04:45:00;3,88;88,75;2,2;;;;7
841;04/23/2025 05:00:00;3,67;88,76;1,99;;;;7
842;04/23/2025 05:15:00;3,61;88,9;1,95;;;;7
843;04/23/2025 05:30:00;3,57;89,07;1,94;;;;7
844;04/23/2025 05:45:00;3,41;89,09;1,78;;;;7
845;04/23/2025 06:00:00;3,32;89,17;1,71;;;;7
846;04/23/2025 06:15:00;3,42;89,36;1,84;;;;7
847;04/23/2025 06:30:00;3,33;89,36;1,75;;;;7
848;04/23/2025 06:45:00;3,65;89,61;2,11;;;;7
849;04/23/2025 07:00:00;4,44;89,96;2,94;;;;7
850;04/23/2025 07:15:00;5,42;90,24;3,96;;;;7
851;04/23/2025 07:30:00;6,57;90,47;5,13;;;;7
852;04/23/2025 07:45:00;7,98;90,64;6,55;;;;7
853;04/23/2025 08:00:00;8,79;90,67;7,36;;;;7
854;04/23/2025 08:15:00;9,21;90,5;7,75;;;;7
855;04/23/2025 08:30:00;9,99;90,52;8,52;;;;7
856;04/23/2025 08:45:00;10,81;87,12;8,76;;;;7
857;04/23/2025 09:00:00;11,76;79,77;8,4;;;;7
858;04/23/2025 09:15:00;12,12;75,68;7,97;;;;7
859;04/23/2025 09:30:00;12,55;71,81;7,61;;;;7
860;04/23/2025 09:45:00;12,74;72,97;8,03;;;;7
861;04/23/2025 10:00:00;12,77;74,76;8,42;;;;7
862;04/23/2025 10:15:00;13,23;74,41;8,79;;;;7
863;04/23/2025 10:30:00;13,84;70,34;8,55;;;;7
864;04/23/2025 10:45:00;13,79;68,72;8,16;;;;7
865;04/23/2025 11:00:00;13,84;67,63;7,97;;;;7
866;04/23/2025 11:15:00;14,28;67,61;8,39;;;;7
867;04/23/2025 11:30:00;14,18;66,36;8,01;;;;7
868;04/23/2025 11:45:00;14,37;65,21;7,94;;;;7
869;04/23/2025 12:00:00;14,5;63,84;7,75;;;;7
870;04/23/2025 12:15:00;14,55;64,65;7,98;;;;7
871;04/23/2025 12:30:00;14,66;62,54;7,6;;;;7
